transmission_datetime,post_id,street_block,payment_type,session_start_dt,session_end_dt,meter_event_type,gross_paid_amt
3804698_11_06012017070301,467-00030,HICKORY ST 0,CREDIT CARD,2017-06-01T07:03:01.000,2017-06-01T11:00:00.000,NS,4
3804861_11_06012017070301,542-03080,LARKIN ST 300,CREDIT CARD,2017-06-01T07:03:01.000,2017-06-01T11:00:00.000,NS,6.5
125649075_4_06012017070305,658-04050,SPEAR ST 400,CREDIT CARD,2017-06-01T07:03:05.000,2017-06-01T11:15:00.000,AT,4.25
282841244_9_06012017070306,562-06110,MASON ST 600,PAY BY CELL,2017-06-01T07:03:06.000,2017-06-01T09:03:06.000,NS,7.5
125649076_4_06012017070308,202-02330,02ND ST 200,CREDIT CARD,2017-06-01T07:03:08.000,2017-06-01T07:11:43.000,NS,0.25
125649074_4_06012017070309,470-01170,HOWARD ST 100,CREDIT CARD,2017-06-01T07:03:09.000,2017-06-01T08:03:09.000,NS,3
282841425_9_06012017070312,825-07170,DAVIS ST 700,PAY BY CELL,2017-06-01T07:03:12.000,2017-06-01T12:03:12.000,NS,13.75
125649084_4_06012017070313,568-11800,MISSION ST 1100,CASH,2017-06-01T07:03:13.000,2017-06-01T08:06:55.000,NS,3.45
125649088_4_06012017070316,324-11380,BATTERY ST 1100,CASH,2017-06-01T07:03:16.000,2017-06-01T07:11:35.000,NS,0.45
125649105_4_06012017070316,359-01140,CLAY ST 100,CREDIT CARD,2017-06-01T07:03:16.000,2017-06-01T10:35:02.000,NS,15
125649079_4_06012017070323,857-17040,MONTGOMERY ST 1700,CREDIT CARD,2017-06-01T07:03:23.000,2017-06-01T13:03:23.000,NS,18
125649080_4_06012017070327,440-30090,GEARY BLVD 3000,CREDIT CARD,2017-06-01T07:03:27.000,2017-06-01T09:07:30.000,NS,0.25
125649092_4_06012017070328,350-04160,CALIFORNIA ST 400,SMART CARD,2017-06-01T07:03:28.000,2017-06-01T11:03:12.000,AT,13.95
125649083_4_06012017070337,681-04090,TAYLOR ST 400,CREDIT CARD,2017-06-01T07:03:37.000,2017-06-01T08:03:37.000,NS,3.75
125649081_4_06012017070342,470-01150,HOWARD ST 100,CREDIT CARD,2017-06-01T07:03:42.000,2017-06-01T08:03:42.000,NS,3
125649094_4_06012017070342,206-01490,06TH ST 100,SMART CARD,2017-06-01T07:03:42.000,2017-06-01T07:17:33.000,NS,0.75
125649086_4_06012017070344,562-24200,MASON ST 2400,CREDIT CARD,2017-06-01T07:03:44.000,2017-06-01T13:00:00.000,AT,1.75
125649097_4_06012017070346,422-01050,FRONT ST 100,SMART CARD,2017-06-01T07:03:46.000,2017-06-01T16:23:46.000,NS,7
125649085_4_06012017070353,440-29230,GEARY BLVD 2900,CREDIT CARD,2017-06-01T07:03:53.000,2017-06-01T09:07:30.000,NS,0.25
125649087_4_06012017070353,419-03270,FRANKLIN ST 300,CREDIT CARD,2017-06-01T07:03:53.000,2017-06-01T10:00:00.000,NS,1.25
125649098_4_06012017070400,422-02200,FRONT ST 200,SMART CARD,2017-06-01T07:04:00.000,2017-06-01T08:20:00.000,NS,4.75
3804412_11_06012017070401,442-04035,GOLDEN GATE AVE 400,CREDIT CARD,2017-06-01T07:04:01.000,2017-06-01T10:00:00.000,NS,0.3
3804413_11_06012017070401,418-06022,FOLSOM ST 600,CREDIT CARD,2017-06-01T07:04:01.000,2017-06-01T18:00:00.000,NS,4.05
3804665_11_06012017070401,701-07220,VAN NESS AVE 700,CREDIT CARD,2017-06-01T07:04:01.000,2017-06-01T08:04:00.000,NS,3.25
125649089_4_06012017070407,568-04040,MISSION ST 400,CREDIT CARD,2017-06-01T07:04:07.000,2017-06-01T11:04:07.000,NS,15
125649090_4_06012017070407,339-03870,BERRY ST 300,CREDIT CARD,2017-06-01T07:04:07.000,2017-06-01T13:37:30.000,NS,5.5
125649107_4_06012017070408,202-02330,02ND ST 200,CREDIT CARD,2017-06-01T07:04:08.000,2017-06-01T11:03:09.000,AT,6.75
125649091_4_06012017070409,463-00280,HAWTHORNE ST 0,CREDIT CARD,2017-06-01T07:04:09.000,2017-06-01T11:04:09.000,NS,13
125649093_4_06012017070422,363-13290,COLUMBUS AVE 1300,CREDIT CARD,2017-06-01T07:04:22.000,2017-06-01T12:03:45.000,NS,3.25
125649104_4_06012017070423,606-05150,PINE ST 500,CASH,2017-06-01T07:04:23.000,2017-06-01T08:04:23.000,NS,3.75
125649095_4_06012017070425,681-03130,TAYLOR ST 300,CREDIT CARD,2017-06-01T07:04:25.000,2017-06-01T09:16:00.000,NS,1
125649106_4_06012017070426,650-03030,SACRAMENTO ST 300,SMART CARD,2017-06-01T07:04:26.000,2017-06-01T07:32:26.000,NS,1.75
125649096_4_06012017070431,658-02080,SPEAR ST 200,CREDIT CARD,2017-06-01T07:04:31.000,2017-06-01T08:04:31.000,NS,2.5
125649099_4_06012017070434,701-03110,VAN NESS AVE 300,CREDIT CARD,2017-06-01T07:04:34.000,2017-06-01T11:04:34.000,NS,3
125649110_4_06012017070434,209-05430,09TH ST 500,CASH,2017-06-01T07:04:34.000,2017-06-01T09:02:41.000,NS,0.1
125649100_4_06012017070437,339-03870,BERRY ST 300,CREDIT CARD,2017-06-01T07:04:37.000,2017-06-01T14:07:30.000,AT,1
125649101_4_06012017070442,686-08030,TURK ST 800,CREDIT CARD,2017-06-01T07:04:42.000,2017-06-01T16:00:00.000,NS,5.25
125649102_4_06012017070444,470-06690,HOWARD ST 600,CREDIT CARD,2017-06-01T07:04:44.000,2017-06-01T11:04:44.000,NS,9
125649103_4_06012017070450,821-05700,BEALE ST 500,CREDIT CARD,2017-06-01T07:04:50.000,2017-06-01T08:34:50.000,NS,3
282841685_9_06012017070450,470-00700,HOWARD ST 0,PAY BY CELL,2017-06-01T07:04:50.000,2017-06-01T07:34:50.000,NS,2
125649124_4_06012017070451,826-06460,DELANCEY ST 600,CASH,2017-06-01T07:04:51.000,2017-06-01T07:49:51.000,NS,1.5
125649119_4_06012017070455,380-01080,DAVIS ST 100,CASH,2017-06-01T07:04:55.000,2017-06-01T07:15:19.000,NS,0.65
125649120_4_06012017070458,442-06110,GOLDEN GATE AVE 600,SMART CARD,2017-06-01T07:04:58.000,2017-06-01T09:15:01.000,NS,0.25
125649113_4_06012017070501,471-01140,HARRISON ST 100,CASH,2017-06-01T07:05:01.000,2017-06-01T09:24:01.000,NS,1
3804473_11_06012017070501,720-03274,WASHINGTON ST 300,SMART CARD,2017-06-01T07:05:01.000,2017-06-01T16:10:17.000,NS,2.51
3804587_11_06012017070501,568-02394,MISSION ST 200,CREDIT CARD,2017-06-01T07:05:01.000,2017-06-01T15:35:32.000,NS,4.68
3805010_11_06012017070501,869-08110,TERRY A FRANCOIS BLVD 800,CREDIT CARD,2017-06-01T07:05:01.000,2017-06-01T17:00:00.000,NS,10
125649121_4_06012017070505,402-01320,ELM ST 100,CASH,2017-06-01T07:05:05.000,2017-06-01T09:09:15.000,NS,0.5
125649118_4_06012017070508,568-14080,MISSION ST 1400,SMART CARD,2017-06-01T07:05:08.000,2017-06-01T07:37:27.000,NS,1.75
125649109_4_06012017070513,418-03110,FOLSOM ST 300,CREDIT CARD,2017-06-01T07:05:13.000,2017-06-01T11:00:00.000,NS,7.5
125649108_4_06012017070515,386-02170,DRUMM ST 200,CREDIT CARD,2017-06-01T07:05:15.000,2017-06-01T11:05:15.000,NS,15
125649132_4_06012017070521,864-04260,SPEAR ST 400,CASH,2017-06-01T07:05:21.000,2017-06-01T07:31:56.000,NS,0.55
125649141_4_06012017070521,864-04260,SPEAR ST 400,CREDIT CARD,2017-06-01T07:05:21.000,2017-06-01T07:31:56.000,AT,1.55
125649112_4_06012017070522,821-05430,BEALE ST 500,CREDIT CARD,2017-06-01T07:05:22.000,2017-06-01T10:05:22.000,NS,6
125649111_4_06012017070525,651-02070,SANSOME ST 200,CREDIT CARD,2017-06-01T07:05:25.000,2017-06-01T07:25:25.000,NS,1.25
125649114_4_06012017070525,650-34130,SACRAMENTO ST 3400,CREDIT CARD,2017-06-01T07:05:25.000,2017-06-01T09:33:20.000,NS,1.25
282842011_9_06012017070525,658-00760,SPEAR ST 0,PAY BY CELL,2017-06-01T07:05:25.000,2017-06-01T08:05:25.000,NS,3.75
125649115_4_06012017070526,471-01140,HARRISON ST 100,CASH,2017-06-01T07:05:26.000,2017-06-01T09:54:01.000,AT,1.25
125649125_4_06012017070527,419-04120,FRANKLIN ST 400,CASH,2017-06-01T07:05:27.000,2017-06-01T09:27:01.000,NS,0.45
125649129_4_06012017070531,204-14130,04TH ST 1400,CASH,2017-06-01T07:05:31.000,2017-06-01T09:22:01.000,NS,0.55
125649116_4_06012017070536,340-00341,BLUXOME ST 0,CREDIT CARD,2017-06-01T07:05:36.000,2017-06-01T15:08:35.000,NS,10.75
125649117_4_06012017070538,869-04520,TERRY A FRANCOIS BLVD 400,CREDIT CARD,2017-06-01T07:05:38.000,2017-06-01T15:36:00.000,NS,8.25
125649133_4_06012017070545,659-05040,SPRUCE ST 500,CASH,2017-06-01T07:05:45.000,2017-06-01T09:20:01.000,NS,0.75
125649135_4_06012017070545,700-04210,VALENCIA ST 400,CASH,2017-06-01T07:05:45.000,2017-06-01T09:20:01.000,NS,0.75
125649130_4_06012017070549,324-02120,BATTERY ST 200,CASH,2017-06-01T07:05:49.000,2017-06-01T07:07:25.000,NS,0.1
125649131_4_06012017070553,368-01200,CYRIL MAGNIN ST 100,SMART CARD,2017-06-01T07:05:53.000,2017-06-01T07:13:53.000,NS,0.5
125649126_4_06012017070610,440-05170,GEARY ST 500,CREDIT CARD,2017-06-01T07:06:10.000,2017-06-01T09:06:10.000,NS,6.5
125649137_4_06012017070614,651-09260,SANSOME ST 900,CASH,2017-06-01T07:06:14.000,2017-06-01T11:00:01.000,NS,4.5
125649127_4_06012017070617,419-04120,FRANKLIN ST 400,CREDIT CARD,2017-06-01T07:06:17.000,2017-06-01T10:42:00.000,NS,1.25
125649139_4_06012017070620,444-09250,GRANT AVE 900,CASH,2017-06-01T07:06:20.000,2017-06-01T07:14:39.000,NS,0.45
125649140_4_06012017070622,402-01320,ELM ST 100,CASH,2017-06-01T07:06:22.000,2017-06-01T09:18:29.000,AT,0.5
125649128_4_06012017070624,580-01010,NATOMA ST 100,CREDIT CARD,2017-06-01T07:06:24.000,2017-06-01T09:06:24.000,NS,6
282842248_9_06012017070625,658-00740,SPEAR ST 0,PAY BY CELL,2017-06-01T07:06:25.000,2017-06-01T08:06:25.000,NS,3.75
125649138_4_06012017070631,359-05180,CLAY ST 500,CASH,2017-06-01T07:06:31.000,2017-06-01T07:38:50.000,NS,1.75
125649134_4_06012017070638,202-03290,02ND ST 300,CREDIT CARD,2017-06-01T07:06:38.000,2017-06-01T10:26:38.000,NS,10
125649136_4_06012017070645,701-04010,VAN NESS AVE 400,CREDIT CARD,2017-06-01T07:06:45.000,2017-06-01T11:06:45.000,NS,3
125649144_4_06012017070650,444-05170,GRANT AVE 500,CASH,2017-06-01T07:06:50.000,2017-06-01T07:34:11.000,AT,1.35
282842221_9_06012017070655,818-01920,BRANNAN ST 100,PAY BY CELL,2017-06-01T07:06:55.000,2017-06-01T15:06:55.000,NS,16
3804416_11_06012017070701,422-02060,FRONT ST 200,CREDIT CARD,2017-06-01T07:07:01.000,2017-06-01T16:07:00.000,NS,8.55
125649145_4_06012017070710,444-05170,GRANT AVE 500,CASH,2017-06-01T07:07:10.000,2017-06-01T07:40:39.000,AT,0.35
125649142_4_06012017070717,419-04120,FRANKLIN ST 400,CREDIT CARD,2017-06-01T07:07:17.000,2017-06-01T12:38:00.000,AT,2.25
125649143_4_06012017070718,606-02090,PINE ST 200,CREDIT CARD,2017-06-01T07:07:18.000,2017-06-01T11:07:18.000,NS,15
282842710_9_06012017070718,359-02120,CLAY ST 200,PAY BY CELL,2017-06-01T07:07:18.000,2017-06-01T09:07:18.000,NS,5.5
282843093_9_06012017070720,386-02160,DRUMM ST 200,PAY BY CELL,2017-06-01T07:07:20.000,2017-06-01T11:07:20.000,NS,15
125649147_4_06012017070721,330-05430,BRANNAN ST 500,CREDIT CARD,2017-06-01T07:07:21.000,2017-06-01T12:35:00.000,NS,4.75
125649146_4_06012017070733,600-04050,PACIFIC AVE 400,CREDIT CARD,2017-06-01T07:07:33.000,2017-06-01T09:07:33.000,NS,6.5
125649151_4_06012017070733,359-08360,CLAY ST 800,SMART CARD,2017-06-01T07:07:33.000,2017-06-01T09:07:33.000,NS,6.5
125649154_4_06012017070744,720-05070,WASHINGTON ST 500,CASH,2017-06-01T07:07:44.000,2017-06-01T09:50:36.000,NS,9.5
125649148_4_06012017070758,651-07040,SANSOME ST 700,CREDIT CARD,2017-06-01T07:07:58.000,2017-06-01T08:54:08.000,NS,5.75
125649155_4_06012017070758,568-16400,MISSION ST 1600,CASH,2017-06-01T07:07:58.000,2017-06-01T10:06:41.000,NS,2.5
125649153_4_06012017070800,720-05070,WASHINGTON ST 500,CASH,2017-06-01T07:08:00.000,2017-06-01T10:07:45.000,AT,1
125649168_4_06012017070800,860-03220,MISSION BAY BLVD NORTH 300,CREDIT CARD,2017-06-01T07:08:00.000,2017-06-01T16:00:00.000,NS,8.75
3804756_11_06012017070801,891-00090,Pier 52 Lot,CREDIT CARD,2017-06-01T07:08:01.000,2017-06-01T18:00:00.000,NS,11.25
3804819_11_06012017070801,561-02196,MAIN ST 200,CREDIT CARD,2017-06-01T07:08:01.000,2017-06-01T18:00:00.000,NS,5.98
125649149_4_06012017070803,440-01120,GEARY ST 100,CREDIT CARD,2017-06-01T07:08:03.000,2017-06-01T08:08:03.000,NS,3.75
125649150_4_06012017070803,324-04110,BATTERY ST 400,CREDIT CARD,2017-06-01T07:08:03.000,2017-06-01T07:17:32.000,NS,0.75
125649152_4_06012017070819,864-04300,SPEAR ST 400,CREDIT CARD,2017-06-01T07:08:19.000,2017-06-01T09:08:19.000,NS,7
125649160_4_06012017070823,440-48240,GEARY BLVD 4800,CASH,2017-06-01T07:08:23.000,2017-06-01T09:06:41.000,NS,0.25
125649157_4_06012017070831,330-05430,BRANNAN ST 500,CREDIT CARD,2017-06-01T07:08:31.000,2017-06-01T14:40:00.000,AT,6.25
125649156_4_06012017070834,568-16400,MISSION ST 1600,CREDIT CARD,2017-06-01T07:08:34.000,2017-06-01T11:00:00.000,NS,2
125649158_4_06012017070857,686-09260,TURK ST 900,CREDIT CARD,2017-06-01T07:08:57.000,2017-06-01T16:40:00.000,NS,5.75
3804451_11_06012017070901,684-04215,TOWNSEND ST 400,CREDIT CARD,2017-06-01T07:09:01.000,2017-06-01T18:00:00.000,NS,11.25
3804531_11_06012017070901,612-01030,POLK ST 100,CASH,2017-06-01T07:09:01.000,2017-06-01T07:48:00.000,NS,0.65
3804757_11_06012017070901,891-00630,Pier 52 Lot,CREDIT CARD,2017-06-01T07:09:01.000,2017-06-01T14:30:14.000,NS,6.88
125649159_4_06012017070902,202-03350,02ND ST 300,CREDIT CARD,2017-06-01T07:09:02.000,2017-06-01T11:09:02.000,NS,12
125649163_4_06012017070919,651-01230,SANSOME ST 100,SMART CARD,2017-06-01T07:09:19.000,2017-06-01T11:09:19.000,NS,15
125649167_4_06012017070944,651-05030,SANSOME ST 500,CASH,2017-06-01T07:09:44.000,2017-06-01T07:17:44.000,NS,0.6
125649162_4_06012017070945,864-04460,SPEAR ST 400,CREDIT CARD,2017-06-01T07:09:45.000,2017-06-01T12:18:20.000,NS,18
125649161_4_06012017070946,650-24270,SACRAMENTO ST 2400,CREDIT CARD,2017-06-01T07:09:46.000,2017-06-01T15:08:35.000,NS,11.5
125649166_4_06012017070949,386-01050,DRUMM ST 100,CASH,2017-06-01T07:09:49.000,2017-06-01T07:21:49.000,NS,0.75
282842984_9_06012017070949,568-02335,MISSION ST 200,PAY BY CELL,2017-06-01T07:09:49.000,2017-06-01T16:24:49.000,NS,5.09
125649173_4_06012017070953,686-09260,TURK ST 900,CASH,2017-06-01T07:09:53.000,2017-06-01T17:08:01.000,AT,0.35
125649171_4_06012017070958,120-13040,20TH AVE 1300,CASH,2017-06-01T07:09:58.000,2017-06-01T09:04:01.000,NS,0.15
3804428_11_06012017071001,210-00180,10TH ST 0,CREDIT CARD,2017-06-01T07:10:01.000,2017-06-01T09:10:00.000,NS,6.5
125649164_4_06012017071003,202-02340,02ND ST 200,CREDIT CARD,2017-06-01T07:10:03.000,2017-06-01T10:52:55.000,NS,6.5
125649165_4_06012017071007,650-07030,SACRAMENTO ST 700,CREDIT CARD,2017-06-01T07:10:07.000,2017-06-01T07:40:07.000,NS,1.63
125649176_4_06012017071007,224-30760,24TH ST 3000,CASH,2017-06-01T07:10:07.000,2017-06-01T09:06:41.000,NS,0.25
125649172_4_06012017071013,324-01060,BATTERY ST 100,SMART CARD,2017-06-01T07:10:13.000,2017-06-01T10:10:13.000,NS,11.25
282843308_9_06012017071018,470-06250,HOWARD ST 600,PAY BY CELL,2017-06-01T07:10:18.000,2017-06-01T08:45:18.000,NS,3.56
125649179_4_06012017071026,359-07380,CLAY ST 700,CASH,2017-06-01T07:10:26.000,2017-06-01T07:40:26.000,NS,1.75
125649178_4_06012017071027,658-00070,SPEAR ST 0,SMART CARD,2017-06-01T07:10:27.000,2017-06-01T08:10:27.000,NS,3.75
125649169_4_06012017071031,440-00280,GEARY ST 0,CREDIT CARD,2017-06-01T07:10:31.000,2017-06-01T08:30:31.000,NS,5
125649170_4_06012017071033,836-00050,FRANCISCO ST 0,CREDIT CARD,2017-06-01T07:10:33.000,2017-06-01T10:00:33.000,NS,8.5
125649181_4_06012017071038,202-03440,02ND ST 300,CASH,2017-06-01T07:10:38.000,2017-06-01T07:15:38.000,NS,0.25
125649184_4_06012017071049,444-10010,GRANT AVE 1000,CASH,2017-06-01T07:10:49.000,2017-06-01T07:43:08.000,NS,1.75
125649187_4_06012017071050,444-05150,GRANT AVE 500,CASH,2017-06-01T07:10:50.000,2017-06-01T07:15:27.000,NS,0.25
125649174_4_06012017071054,209-02040,09TH ST 200,CREDIT CARD,2017-06-01T07:10:54.000,2017-06-01T09:36:56.000,NS,2
3804429_11_06012017071101,525-00508,KAPLAN LN 0,CREDIT CARD,2017-06-01T07:11:01.000,2017-06-01T17:11:00.000,NS,7.5
3804432_11_06012017071101,658-00481,SPEAR ST 0,CREDIT CARD,2017-06-01T07:11:01.000,2017-06-01T16:41:32.000,NS,5.23
3804437_11_06012017071101,684-05054,TOWNSEND ST 500,CREDIT CARD,2017-06-01T07:11:01.000,2017-06-01T15:00:00.000,NS,7.5
125649175_4_06012017071104,442-06050,GOLDEN GATE AVE 600,CREDIT CARD,2017-06-01T07:11:04.000,2017-06-01T09:15:00.000,NS,0.25
125649185_4_06012017071104,444-10010,GRANT AVE 1000,CASH,2017-06-01T07:11:04.000,2017-06-01T07:47:45.000,AT,0.25
282843309_9_06012017071104,561-02177,MAIN ST 200,PAY BY CELL,2017-06-01T07:11:04.000,2017-06-01T17:01:04.000,NS,5.41
125649180_4_06012017071106,827-03030,CHINA BASIN ST 300,CREDIT CARD,2017-06-01T07:11:06.000,2017-06-01T17:00:00.000,NS,10
125649177_4_06012017071108,865-02040,STEUART ST 200,CREDIT CARD,2017-06-01T07:11:08.000,2017-06-01T08:23:08.000,NS,3
125649182_4_06012017071108,202-03440,02ND ST 300,CASH,2017-06-01T07:11:08.000,2017-06-01T07:24:38.000,NS,0.45
125649189_4_06012017071111,720-07160,WASHINGTON ST 700,CASH,2017-06-01T07:11:11.000,2017-06-01T07:15:48.000,NS,0.25
125649188_4_06012017071113,651-05090,SANSOME ST 500,CASH,2017-06-01T07:11:13.000,2017-06-01T07:24:33.000,NS,1
125649183_4_06012017071115,650-02230,SACRAMENTO ST 200,CREDIT CARD,2017-06-01T07:11:15.000,2017-06-01T08:11:15.000,NS,3.75
125649193_4_06012017071122,206-01130,06TH ST 100,CASH,2017-06-01T07:11:22.000,2017-06-01T07:29:50.000,NS,1
125649186_4_06012017071127,418-00510,FOLSOM ST 0,CREDIT CARD,2017-06-01T07:11:27.000,2017-06-01T13:00:00.000,NS,14.25
125649192_4_06012017071131,665-01360,STEUART ST 100,SMART CARD,2017-06-01T07:11:31.000,2017-06-01T07:31:31.000,NS,0.5
125649194_4_06012017071154,444-10010,GRANT AVE 1000,CASH,2017-06-01T07:11:54.000,2017-06-01T07:52:22.000,AT,0.25
282843528_9_06012017071156,582-01200,NEW MONTGOMERY ST 100,PAY BY CELL,2017-06-01T07:11:56.000,2017-06-01T08:11:56.000,NS,3.75
125649200_4_06012017071159,600-03080,PACIFIC AVE 300,CASH,2017-06-01T07:11:59.000,2017-06-01T07:20:18.000,NS,0.45
125649190_4_06012017071200,202-00910,02ND ST 0,CREDIT CARD,2017-06-01T07:12:00.000,2017-06-01T08:12:00.000,NS,3.75
3804433_11_06012017071201,460-02010,HALLECK ST 200,CREDIT CARD,2017-06-01T07:12:01.000,2017-06-01T14:27:41.000,NS,4.72
3804434_11_06012017071201,420-00700,FREMONT ST 0,CREDIT CARD,2017-06-01T07:12:01.000,2017-06-01T17:17:03.000,NS,9.58
3804758_11_06012017071201,891-00340,Pier 52 Lot,CREDIT CARD,2017-06-01T07:12:01.000,2017-06-01T15:30:14.000,NS,8.13
125650053_4_06012017071206,324-05220,BATTERY ST 500,CREDIT CARD,2017-06-01T07:12:06.000,2017-06-01T08:42:06.000,NS,5.25
125649191_4_06012017071215,368-01110,CYRIL MAGNIN ST 100,CREDIT CARD,2017-06-01T07:12:15.000,2017-06-01T07:52:15.000,NS,0.5
125649196_4_06012017071222,570-03670,MINNA ST 300,SMART CARD,2017-06-01T07:12:22.000,2017-06-01T09:12:22.000,NS,6.5
125649198_4_06012017071228,364-05170,COMMERCIAL ST 500,CASH,2017-06-01T07:12:28.000,2017-06-01T07:16:28.000,NS,0.25
125649211_4_06012017071230,845-04230,ILLINOIS ST 400,SMART CARD,2017-06-01T07:12:30.000,2017-06-01T15:24:01.000,NS,8
125649195_4_06012017071238,667-00470,SOUTH VAN NESS AVE 0,CREDIT CARD,2017-06-01T07:12:38.000,2017-06-01T09:12:38.000,NS,2
125649202_4_06012017071238,542-07090,LARKIN ST 700,CASH,2017-06-01T07:12:38.000,2017-06-01T07:40:38.000,NS,1.05
282843765_9_06012017071248,460-02110,HALLECK ST 200,PAY BY CELL,2017-06-01T07:12:48.000,2017-06-01T17:32:48.000,NS,6.71
125649204_4_06012017071252,324-00020,BATTERY ST 0,SMART CARD,2017-06-01T07:12:52.000,2017-06-01T08:28:52.000,NS,4.75
125649197_4_06012017071253,815-13050,BATTERY ST 1300,CREDIT CARD,2017-06-01T07:12:53.000,2017-06-01T08:42:53.000,NS,4.5
125649203_4_06012017071253,542-07090,LARKIN ST 700,CASH,2017-06-01T07:12:53.000,2017-06-01T07:42:53.000,NS,0.25
125649212_4_06012017071253,836-00040,FRANCISCO ST 0,CASH,2017-06-01T07:12:53.000,2017-06-01T07:56:53.000,NS,2.2
125649199_4_06012017071300,444-06090,GRANT AVE 600,CREDIT CARD,2017-06-01T07:13:00.000,2017-06-01T08:13:00.000,NS,3.25
125649201_4_06012017071300,686-08230,TURK ST 800,CREDIT CARD,2017-06-01T07:13:00.000,2017-06-01T11:40:00.000,NS,2
3804811_11_06012017071301,684-04095,TOWNSEND ST 400,CREDIT CARD,2017-06-01T07:13:01.000,2017-06-01T18:00:00.000,NS,11.25
3804886_11_06012017071301,701-00270,VAN NESS AVE 0,CREDIT CARD,2017-06-01T07:13:01.000,2017-06-01T11:13:00.000,NS,5
125649208_4_06012017071313,663-33290,STEINER ST 3300,CASH,2017-06-01T07:13:13.000,2017-06-01T07:14:29.000,NS,0.1
282844095_9_06012017071315,831-07580,EMBARCADERO SOUTH 700,PAY BY CELL,2017-06-01T07:13:15.000,2017-06-01T07:43:15.000,NS,1
125649213_4_06012017071334,720-00250,WASHINGTON ST 0,SMART CARD,2017-06-01T07:13:34.000,2017-06-01T07:41:16.000,NS,1.5
125649206_4_06012017071337,470-11390,HOWARD ST 1100,CREDIT CARD,2017-06-01T07:13:37.000,2017-06-01T09:04:37.000,NS,0.25
125649205_4_06012017071342,686-08230,TURK ST 800,CREDIT CARD,2017-06-01T07:13:42.000,2017-06-01T13:00:00.000,AT,1
125649214_4_06012017071347,666-00360,SUTTER ST 0,SMART CARD,2017-06-01T07:13:47.000,2017-06-01T11:13:47.000,NS,15
282843975_9_06012017071348,658-01020,SPEAR ST 100,PAY BY CELL,2017-06-01T07:13:48.000,2017-06-01T07:38:48.000,NS,1.56
125649210_4_06012017071352,562-24030,MASON ST 2400,CREDIT CARD,2017-06-01T07:13:52.000,2017-06-01T13:00:00.000,NS,3.5
125649216_4_06012017071353,651-03020,SANSOME ST 300,SMART CARD,2017-06-01T07:13:53.000,2017-06-01T08:49:34.000,NS,5.98
125649209_4_06012017071355,201-00130,01ST ST 0,CREDIT CARD,2017-06-01T07:13:55.000,2017-06-01T08:13:55.000,NS,3.75
125649207_4_06012017071357,845-05040,ILLINOIS ST 500,CREDIT CARD,2017-06-01T07:13:57.000,2017-06-01T16:12:00.000,NS,9
3804438_11_06012017071401,350-00050,CALIFORNIA ST 0,CREDIT CARD,2017-06-01T07:14:01.000,2017-06-01T08:14:00.000,NS,4.02
3804440_11_06012017071401,418-06021,FOLSOM ST 600,SMART CARD,2017-06-01T07:14:01.000,2017-06-01T12:00:00.000,NS,1.35
3804778_11_06012017071401,443-13180,GOUGH ST 1300,CREDIT CARD,2017-06-01T07:14:01.000,2017-06-01T11:00:00.000,NS,2.5
3804901_11_06012017071401,700-07590,VALENCIA ST 700,CREDIT CARD,2017-06-01T07:14:01.000,2017-06-01T18:00:00.000,NS,2.7
125649215_4_06012017071414,440-05150,GEARY ST 500,CREDIT CARD,2017-06-01T07:14:14.000,2017-06-01T09:14:14.000,NS,6.5
125649217_4_06012017071420,651-03020,SANSOME ST 300,SMART CARD,2017-06-01T07:14:20.000,2017-06-01T10:17:34.000,AT,5.5
125649222_4_06012017071430,666-04210,SUTTER ST 400,CASH,2017-06-01T07:14:30.000,2017-06-01T07:26:30.000,NS,0.75
125649223_4_06012017071437,464-00090,HAYES ST 0,CASH,2017-06-01T07:14:37.000,2017-06-01T07:26:37.000,NS,0.1
125649228_4_06012017071440,826-06430,DELANCEY ST 600,CASH,2017-06-01T07:14:40.000,2017-06-01T07:29:40.000,NS,0.5
125649220_4_06012017071454,661-01700,STEVENSON ST 100,CREDIT CARD,2017-06-01T07:14:54.000,2017-06-01T08:14:54.000,NS,3.75
125649218_4_06012017071455,837-10710,FRONT ST 1000,CREDIT CARD,2017-06-01T07:14:55.000,2017-06-01T13:14:55.000,NS,21
125649219_4_06012017071457,350-36150,CALIFORNIA ST 3600,CREDIT CARD,2017-06-01T07:14:57.000,2017-06-01T11:00:00.000,NS,4.5
125649243_4_06012017071501,686-08050,TURK ST 800,CREDIT CARD,2017-06-01T07:15:01.000,2017-06-01T16:40:00.000,AT,1.5
3804441_11_06012017071501,444-03120,GRANT AVE 300,CREDIT CARD,2017-06-01T07:15:01.000,2017-06-01T11:30:31.000,NS,3.62
3804458_11_06012017071501,340-01091,BLUXOME ST 100,CREDIT CARD,2017-06-01T07:15:01.000,2017-06-01T13:15:05.000,NS,7.44
3804759_11_06012017071501,891-00320,Pier 52 Lot,CREDIT CARD,2017-06-01T07:15:01.000,2017-06-01T22:00:00.000,NS,12.25
125649221_4_06012017071515,331-03850,BRYANT ST 300,CREDIT CARD,2017-06-01T07:15:15.000,2017-06-01T09:08:35.000,NS,0.25
125649231_4_06012017071518,720-05180,WASHINGTON ST 500,CASH,2017-06-01T07:15:18.000,2017-06-01T08:02:27.000,NS,2.75
